isofile,isoprotein,isopep,mw,isoz_charge,tim,chisq,symb,mz,B,OFF,GW,AMP_U,AMP_L,AMP_S,avg_wr1A,avg_wr2A,avg_wr3A,avg_wr4A,avavg_wr6A,avg_wr7A,avg_wr8A,avg_wr9A,avg_wr10A,avg_wr11A,avg_wr12A,avg_wr13A,avg_wr14A,avg_wr15A,avg_wr16A,avg_wr17A,avg_wr18A,avg_wr19A,avg_wr20A,avg_wr21A,avg_wr1B,avg_wr2B,avg_wr3B,avg_wr4B,avavg_wr6B,avg_wr7B,avg_wr8B,avg_wr9B,avg_wr10B,avg_wr11B,avg_wr12B,avg_wr13B,avg_wr14B,avg_wr15B,avg_wr16B,avg_wr17B,avg_wr18B,avg_wr19B,avg_wr20B,avg_wr21B,avg_wr1C,avg_wr2C,avg_wr3C,avg_wr4C,avavg_wr6C,avg_wr7C,avg_wr8C,avg_wr9C,avg_wr10C,avg_wr11C,avg_wr12C,avg_wr13C,avg_wr14C,avg_wr15C,avg_wr16C,avg_wr17C,avg_wr18C,avg_wr19C,avg_wr20C,avg_wr21C,avg_wr1D,avg_wr2D,avg_wr3D,avg_wr4D,avavg_wr6D,avg_wr7D,avg_wr8D,avg_wr9D,avg_wr10D,avg_wr11D,avg_wr12D,avg_wr13D,avg_wr14D,avg_wr15D,avg_wr16D,avg_wr17D,avg_wr18D,avg_wr19D,avg_wr20D,avg_wr21D,avg_wr1E,avg_wr2E,avg_wr3E,avg_wr4E,avavg_wr6E,avg_wr7E,avg_wr8E,avg_wr9E,avg_wr10E,avg_wr11E,avg_wr12E,avg_wr13E,avg_wr14E,avg_wr15E,avg_wr16E,avg_wr17E,avg_wr18E,avg_wr19E,avg_wr20E,avg_wr21E,isoid,ailid_n14,ailid_n15,rt_n14,rt_n15,mz_n14,mz_n15,abundance_n14,abundance_n15,ailcharge,pks_multimer_n14,pks_multimer_n15,pks_ailiontype_n14,pks_ailiontype_n15,pks_featureid_n14,pks_featureid_n15,matchmode,ppm_n14,ppm_n15,sampleid,digestionid,digestpepid,n14mass,n15mass,protein,startres,endres,iontype,charge,missed,seq,mod,n14prox,n15prox,seqmod,file,comment,frac_lab,display_flag
msuPulseA_peaks/BSubL19_7_13_0_416.24529213672_45.0835,Su,LIEDITK, 832.490, 2,7  , 0.21416E+04,19,  13.000, 0.56105E+03, 0.38283E-01, 0.33622E-02, 0.29116E+02, 0.13230E+01, 0.47163E+01, 0.27310E-02, 0.27310E-02, 0.90394E+02, 0.37045E+02, 0.37045E+02, 0.99708E+06, 0.47095E-04, 0.47095E-04, 0.10334E+01, 0.28498E+00, 0.37752E+04, 0.36092E-02, 0.87481E-03, 0.13910E+02, 0.99955E-05, 0.15636E-03, 0.17247E+01, 0.17875E-05, 0.15381E-03, 0.16927E+01, 0.17367E-05, 0.50767E-03, 0.50767E-03, 0.16804E+02, 0.68865E+01, 0.68865E+01, 0.18535E+06, 0.87547E-05, 0.87547E-05, 0.19210E+00, 0.52976E-01, 0.70180E+03, 0.67094E-03, 0.16262E-03, 0.25859E+01, 0.18581E-05, 0.29066E-04, 0.32061E+00, 0.33229E-06, 0.28592E-04, 0.31467E+00, 0.32284E-06, 0.17413E+00, 0.17413E+00, 0.57637E+04, 0.23621E+04, 0.23621E+04, 0.63576E+08, 0.30029E-02, 0.30029E-02, 0.65892E+02, 0.18171E+02, 0.24072E+06, 0.23013E+00, 0.55780E-01, 0.88696E+03, 0.63734E-03, 0.99698E-02, 0.10997E+03, 0.11398E-03, 0.98069E-02, 0.10793E+03, 0.11074E-03, 0.67268E-06, 0.67268E-06, 0.22266E-01, 0.91249E-02, 0.91249E-02, 0.24560E+03, 0.11600E-07, 0.11600E-07, 0.25454E-03, 0.70196E-04, 0.92991E+00, 0.88902E-06, 0.21548E-06, 0.34264E-02, 0.24621E-08, 0.38514E-07, 0.42483E-03, 0.44030E-09, 0.37885E-07, 0.41695E-03, 0.42778E-09,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,309,66,1198,45.096,45.071,416.2317,420.2201,1491.87,246.34,2,1,1,M+2H,M+2H,21,438,0,-32.7,-31.7,0,4317,3450,416.24529213672,420.23343171032,BSubL19,7,13,M+2H,2,0,LIEDITK,------,0.005617,0.001435,LIEDITK,msuPulseA_peaks/BSubL19_7_13_0_416.24529213672_45.0835.txt,,0.0434639771345971,1
msuPulseA_peaks/BSubL19_7_13_0_831.48275924137_45.0835,Su,LIEDITK, 831.483, 1,7  , 0.13811E+02,19,  13.000, 0.79545E+02, 0.37575E-01, 0.46660E-02, 0.32254E+01, 0.12133E+00, 0.50373E+00, 0.21111E-02, 0.21111E-02, 0.10189E+02, 0.20805E+01, 0.20805E+01, 0.14605E+05, 0.13155E-03, 0.13155E-03, 0.30564E+00, 0.83979E-01, 0.11869E+03, 0.31946E-02, 0.70185E-03, 0.12255E+01, 0.23311E-04, 0.15349E-03, 0.22001E+00, 0.46042E-05, 0.15119E-03, 0.21861E+00, 0.44362E-05, 0.38510E-03, 0.38510E-03, 0.18586E+01, 0.37952E+00, 0.37952E+00, 0.26641E+04, 0.23997E-04, 0.23997E-04, 0.55753E-01, 0.15319E-01, 0.21650E+02, 0.58274E-03, 0.12803E-03, 0.22354E+00, 0.42522E-05, 0.27998E-04, 0.40133E-01, 0.83987E-06, 0.27580E-04, 0.39878E-01, 0.80922E-06, 0.18716E+00, 0.18716E+00, 0.90329E+03, 0.18445E+03, 0.18445E+03, 0.12948E+07, 0.11663E-01, 0.11663E-01, 0.27096E+02, 0.74450E+01, 0.10522E+05, 0.28321E+00, 0.62221E-01, 0.10864E+03, 0.20666E-02, 0.13607E-01, 0.19505E+02, 0.40818E-03, 0.13404E-01, 0.19380E+02, 0.39328E-03, 0.67700E-05, 0.67700E-05, 0.32674E-01, 0.66719E-02, 0.66719E-02, 0.46835E+02, 0.42187E-06, 0.42187E-06, 0.98014E-03, 0.26930E-03, 0.38061E+00, 0.10245E-04, 0.22507E-05, 0.39298E-02, 0.74754E-07, 0.49221E-06, 0.70553E-03, 0.14765E-07, 0.48485E-06, 0.70104E-03, 0.14226E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,310,67,1199,45.096,45.071,831.4573,839.4334,166.80,23.74,1,1,1,M+H,M+H,21,438,0,-30.6,-30.5,0,13872,3450,831.48275924137,839.45903838857,BSubL19,7,13,M+H,1,0,LIEDITK,------,0.011233,0.002871,LIEDITK,msuPulseA_peaks/BSubL19_7_13_0_831.48275924137_45.0835.txt,,0.0362532979953567,1
msuPulseA_peaks/BSubL19_7_17_0_453.261584966497_56.2655,Su,LIEDITKEQLR,1359.784, 3,7  , 0.41062E+01,19,  17.000, 0.10800E+03, 0.63569E-01, 0.22085E-02, 0.13177E+01, 0.12668E+00, 0.25807E+00, 0.59309E-02, 0.59309E-02, 0.70259E+01, 0.20345E+01, 0.20345E+01, 0.32433E+04, 0.45999E-03, 0.45999E-03, 0.37695E+00, 0.14001E+00, 0.58224E+02, 0.89387E-02, 0.24984E-02, 0.11037E+01, 0.14307E-03, 0.34797E-03, 0.16063E+00, 0.18669E-04, 0.32818E-03, 0.15528E+00, 0.16853E-04, 0.67849E-03, 0.67849E-03, 0.80375E+00, 0.23275E+00, 0.23275E+00, 0.37103E+03, 0.52623E-04, 0.52623E-04, 0.43122E-01, 0.16017E-01, 0.66608E+01, 0.10226E-02, 0.28581E-03, 0.12626E+00, 0.16368E-04, 0.39807E-04, 0.18376E-01, 0.21357E-05, 0.37543E-04, 0.17764E-01, 0.19280E-05, 0.24697E+00, 0.24697E+00, 0.29257E+03, 0.84720E+02, 0.84720E+02, 0.13506E+06, 0.19155E-01, 0.19155E-01, 0.15697E+02, 0.58303E+01, 0.24245E+04, 0.37222E+00, 0.10404E+00, 0.45959E+02, 0.59578E-02, 0.14490E-01, 0.66889E+01, 0.77740E-03, 0.13666E-01, 0.64662E+01, 0.70179E-03, 0.35216E-04, 0.35216E-04, 0.41718E-01, 0.12080E-01, 0.12080E-01, 0.19258E+02, 0.27313E-05, 0.27313E-05, 0.22382E-02, 0.83136E-03, 0.34572E+00, 0.53075E-04, 0.14835E-04, 0.65534E-02, 0.84953E-06, 0.20661E-05, 0.95378E-03, 0.11085E-06, 0.19486E-05, 0.92203E-03, 0.10007E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,311,2825,8009,56.284,56.247,453.2462,458.5639,44.03,8.37,3,1,1,M+3H,M+3H,1185,3995,0,-33.9,-33.2,0,5487,1610,453.261584966497,458.579104397963,BSubL19,7,17,M+3H,3,1,LIEDITKEQLR,----------,0.003803,0.004340,LIEDITKEQLR,msuPulseA_peaks/BSubL19_7_17_0_453.261584966497_56.2655.txt,,0.0877054514739888,1
msuPulseA_peaks/BSubL19_7_17_0_679.38846493371_56.2655,Su,LIEDITKEQLR,1358.777, 2,7  , 0.72981E+00,19,  17.000, 0.50000E+02, 0.64501E-01, 0.24798E-02, 0.25440E+00, 0.36396E-01, 0.61950E-01, 0.11817E-01, 0.11817E-01, 0.21134E+01, 0.18380E+01, 0.18380E+01, 0.30592E+03, 0.14401E-02, 0.14401E-02, 0.22632E+00, 0.12697E+00, 0.20058E+02, 0.14426E-01, 0.11817E-01, 0.18380E+01, 0.14401E-02, 0.53219E-03, 0.77035E-01, 0.56991E-04, 0.53219E-03, 0.77035E-01, 0.56991E-04, 0.88167E-03, 0.88167E-03, 0.15768E+00, 0.13713E+00, 0.13713E+00, 0.22824E+02, 0.10744E-03, 0.10744E-03, 0.16885E-01, 0.94730E-02, 0.14965E+01, 0.10763E-02, 0.88167E-03, 0.13713E+00, 0.10744E-03, 0.39705E-04, 0.57474E-02, 0.42520E-05, 0.39705E-04, 0.57474E-02, 0.42520E-05, 0.39234E+00, 0.39234E+00, 0.70165E+02, 0.61023E+02, 0.61023E+02, 0.10157E+05, 0.47811E-01, 0.47811E-01, 0.75139E+01, 0.42155E+01, 0.66592E+03, 0.47895E+00, 0.39234E+00, 0.61023E+02, 0.47811E-01, 0.17669E-01, 0.25576E+01, 0.18921E-02, 0.17669E-01, 0.25576E+01, 0.18921E-02, 0.38510E-03, 0.38510E-03, 0.68870E-01, 0.59896E-01, 0.59896E-01, 0.99690E+01, 0.46928E-04, 0.46928E-04, 0.73752E-02, 0.41377E-02, 0.65363E+00, 0.47010E-03, 0.38510E-03, 0.59896E-01, 0.46928E-04, 0.17343E-04, 0.25104E-02, 0.18572E-05, 0.17343E-04, 0.25104E-02, 0.18572E-05,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,312,2826,8010,56.284,56.247,679.3648,687.3394,9.04,1.76,2,1,1,M+2H,M+2H,1185,3995,0,-34.8,-36.9,0,11236,1610,679.38846493371,687.36474408091,BSubL19,7,17,M+2H,2,1,LIEDITKEQLR,----------,0.005704,0.006510,LIEDITKEQLR,msuPulseA_peaks/BSubL19_7_17_0_679.38846493371_56.2655.txt,,0.125159905913424,1
msuPulseA_peaks/BSubL19_35_40_0_337.18556892355_7.4695,Su,VVEGNR, 674.371, 2,35 , 0.56516E+02,19,  40.000, 0.11132E+03, 0.27022E-01, 0.40481E-02, 0.32010E+01, 0.47946E+00, 0.59486E+00, 0.39691E-02, 0.39691E-02, 0.17724E+02, 0.82645E+01, 0.82645E+01, 0.40396E+05, 0.16945E-03, 0.16945E-03, 0.43075E+00, 0.16134E+00, 0.37445E+03, 0.48080E-02, 0.17043E-02, 0.48537E+01, 0.43495E-04, 0.25918E-03, 0.59073E+00, 0.62989E-05, 0.25312E-03, 0.57771E+00, 0.60212E-05, 0.72756E-03, 0.72756E-03, 0.32490E+01, 0.15149E+01, 0.15149E+01, 0.74049E+04, 0.31061E-04, 0.31061E-04, 0.78959E-01, 0.29575E-01, 0.68640E+02, 0.88134E-03, 0.31241E-03, 0.88972E+00, 0.79730E-05, 0.47510E-04, 0.10828E+00, 0.11546E-05, 0.46399E-04, 0.10590E+00, 0.11037E-05, 0.29757E+00, 0.29757E+00, 0.13288E+04, 0.61961E+03, 0.61961E+03, 0.30286E+07, 0.12704E-01, 0.12704E-01, 0.32294E+02, 0.12096E+02, 0.28074E+05, 0.36047E+00, 0.12778E+00, 0.36390E+03, 0.32610E-02, 0.19432E-01, 0.44288E+02, 0.47225E-03, 0.18977E-01, 0.43312E+02, 0.45143E-03, 0.10514E-04, 0.10514E-04, 0.46949E-01, 0.21891E-01, 0.21891E-01, 0.10700E+03, 0.44885E-06, 0.44885E-06, 0.11410E-02, 0.42737E-03, 0.99187E+00, 0.12736E-04, 0.45145E-05, 0.12857E-01, 0.11521E-06, 0.68654E-06, 0.15648E-02, 0.16685E-07, 0.67049E-06, 0.15303E-02, 0.15949E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,313,2002,5895,7.471,7.468,337.1760,342.1616,89.45,16.33,2,1,1,M+2H,M+2H,789,2786,0,-28.4,-26.7,0,1502,1502,337.18556892355,342.17074339055,BSubL19,35,40,M+2H,2,0,VVEGNR,-----,0.005617,0.002369,VVEGNR,msuPulseA_peaks/BSubL19_35_40_0_337.18556892355_7.4695.txt,,0.130271759508322,1
msuPulseA_peaks/BSubL19_35_40_0_673.36331281503_7.4695,Su,VVEGNR, 673.363, 1,35 , 0.24411E+01,19,  40.000, 0.43636E+02, 0.25665E-01, 0.54458E-02, 0.12607E+01, 0.15713E+00, 0.21260E+00, 0.24479E-02, 0.24479E-02, 0.43354E+01, 0.92728E+00, 0.92728E+00, 0.30349E+04, 0.23133E-03, 0.23133E-03, 0.18510E+00, 0.56920E-01, 0.33124E+02, 0.34252E-02, 0.76442E-03, 0.48991E+00, 0.39916E-04, 0.16468E-03, 0.11529E+00, 0.70312E-05, 0.16089E-03, 0.11414E+00, 0.66408E-05, 0.41286E-03, 0.41286E-03, 0.73121E+00, 0.15640E+00, 0.15640E+00, 0.51188E+03, 0.39017E-04, 0.39017E-04, 0.31219E-01, 0.96003E-02, 0.55868E+01, 0.57770E-03, 0.12893E-03, 0.82630E-01, 0.67323E-05, 0.27776E-04, 0.19444E-01, 0.11859E-05, 0.27136E-04, 0.19250E-01, 0.11201E-05, 0.23946E+00, 0.23946E+00, 0.42410E+03, 0.90711E+02, 0.90711E+02, 0.29689E+06, 0.22630E-01, 0.22630E-01, 0.18107E+02, 0.55682E+01, 0.32404E+04, 0.33507E+00, 0.74778E-01, 0.47925E+02, 0.39047E-02, 0.16110E-01, 0.11278E+02, 0.68782E-03, 0.15739E-01, 0.11165E+02, 0.64963E-03, 0.22096E-04, 0.22096E-04, 0.39134E-01, 0.83702E-02, 0.83702E-02, 0.27395E+02, 0.20881E-05, 0.20881E-05, 0.16708E-02, 0.51380E-03, 0.29900E+00, 0.30918E-04, 0.69001E-05, 0.44223E-02, 0.36030E-06, 0.14865E-05, 0.10406E-02, 0.63468E-07, 0.14523E-05, 0.10303E-02, 0.59944E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,314,2003,5896,7.471,7.468,673.3459,683.3170,38.73,6.64,1,1,1,M+H,M+H,789,2786,0,-25.9,-24.4,0,11117,1502,673.36331281503,683.33366174903,BSubL19,35,40,M+H,1,0,VVEGNR,-----,0.011233,0.004739,VVEGNR,msuPulseA_peaks/BSubL19_35_40_0_673.36331281503_7.4695.txt,,0.110824287820119,1
msuPulseA_peaks/BSubL19_43_52_0_573.35062287301_75.725,Su,IQIFEGVVIK,1146.701, 2,43 , 0.29145E+02,19,  52.000, 0.21100E+03, 0.52401E-01, 0.29168E-02, 0.47073E+01, 0.31877E+00, 0.87971E+00, 0.37885E-02, 0.37885E-02, 0.21099E+02, 0.41854E+01, 0.41854E+01, 0.36619E+05, 0.18845E-03, 0.18845E-03, 0.59428E+00, 0.16983E+00, 0.25147E+03, 0.61811E-02, 0.12653E-02, 0.19354E+01, 0.43751E-04, 0.30258E-03, 0.52515E+00, 0.85226E-05, 0.29322E-03, 0.51585E+00, 0.80125E-05, 0.46842E-03, 0.46842E-03, 0.26088E+01, 0.51750E+00, 0.51750E+00, 0.45277E+04, 0.23300E-04, 0.23300E-04, 0.73479E-01, 0.20998E-01, 0.31092E+02, 0.76425E-03, 0.15645E-03, 0.23930E+00, 0.54095E-05, 0.37412E-04, 0.64931E-01, 0.10538E-05, 0.36255E-04, 0.63781E-01, 0.99069E-06, 0.18409E+00, 0.18409E+00, 0.10253E+04, 0.20338E+03, 0.20338E+03, 0.17794E+07, 0.91569E-02, 0.91569E-02, 0.28877E+02, 0.82522E+01, 0.12219E+05, 0.30035E+00, 0.61484E-01, 0.94044E+02, 0.21259E-02, 0.14703E-01, 0.25518E+02, 0.41413E-03, 0.14248E-01, 0.25066E+02, 0.38934E-03, 0.61645E-05, 0.61645E-05, 0.34332E-01, 0.68104E-02, 0.68104E-02, 0.59585E+02, 0.30663E-06, 0.30663E-06, 0.96700E-03, 0.27634E-03, 0.40917E+00, 0.10058E-04, 0.20589E-05, 0.31492E-02, 0.71190E-07, 0.49235E-06, 0.85450E-03, 0.13868E-07, 0.47712E-06, 0.83937E-03, 0.13038E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,315,1102,3431,75.742,75.708,573.3321,579.3132,185.88,37.00,2,1,1,M+2H,M+2H,401,1476,0,-32.3,-33.9,0,8858,2864,573.35062287301,579.33283223341,BSubL19,43,52,M+2H,2,0,IQIFEGVVIK,---------,0.004554,0.008030,IQIFEGVVIK,msuPulseA_peaks/BSubL19_43_52_0_573.35062287301_75.725.txt,,0.0634233108571906,1
msuPulseA_peaks/BSubL19_43_52_0_1145.69342071395_75.725,Su,IQIFEGVVIK,1145.693, 1,43 , 0.16163E+01,19,  52.000, 0.68727E+02, 0.50318E-01, 0.36996E-02, 0.77500E+00, 0.56354E-01, 0.14105E+00, 0.53614E-02, 0.53614E-02, 0.24060E+01, 0.12508E+01, 0.12508E+01, 0.67239E+03, 0.53935E-03, 0.53935E-03, 0.18061E+00, 0.75032E-01, 0.19648E+02, 0.66967E-02, 0.11766E-02, 0.37199E+00, 0.91977E-04, 0.18606E-03, 0.51999E-01, 0.13967E-04, 0.16250E-03, 0.46921E-01, 0.11485E-04, 0.54752E-03, 0.54752E-03, 0.24570E+00, 0.12774E+00, 0.12774E+00, 0.68666E+02, 0.55079E-04, 0.55079E-04, 0.18444E-01, 0.76623E-02, 0.20065E+01, 0.68387E-03, 0.12016E-03, 0.37989E-01, 0.93928E-05, 0.19001E-04, 0.53102E-02, 0.14264E-05, 0.16594E-04, 0.47917E-02, 0.11729E-05, 0.30442E+00, 0.30442E+00, 0.13661E+03, 0.71022E+02, 0.71022E+02, 0.38178E+05, 0.30624E-01, 0.30624E-01, 0.10255E+02, 0.42603E+01, 0.11156E+04, 0.38023E+00, 0.66807E-01, 0.21122E+02, 0.52224E-02, 0.10565E-01, 0.29525E+01, 0.79305E-03, 0.92264E-02, 0.26642E+01, 0.65211E-03, 0.74307E-04, 0.74307E-04, 0.33346E-01, 0.17336E-01, 0.17336E-01, 0.93190E+01, 0.74750E-05, 0.74750E-05, 0.25032E-02, 0.10399E-02, 0.27231E+00, 0.92812E-04, 0.16307E-04, 0.51556E-02, 0.12748E-05, 0.25787E-05, 0.72067E-03, 0.19358E-06, 0.22521E-05, 0.65031E-03, 0.15917E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,316,1103,3432,75.742,75.708,1145.6578,1157.6214,37.68,7.23,1,1,1,M+H,M+H,401,1476,0,-31.1,-31.5,0,17254,2864,1145.69342071395,1157.65783943475,BSubL19,43,52,M+H,1,0,IQIFEGVVIK,---------,0.009107,0.016060,IQIFEGVVIK,msuPulseA_peaks/BSubL19_43_52_0_1145.69342071395_75.725.txt,,0.0677858048436647,1
msuPulseA_peaks/BSubL19_43_52_0_1145.69342071395_76.6115,Su,IQIFEGVVIK,1145.693, 1,43 , 0.98559E+00,19,  52.000, 0.62773E+02, 0.51907E-01, 0.35657E-02, 0.48859E+00, 0.37961E-01, 0.86236E-01, 0.63640E-02, 0.63640E-02, 0.23328E+01, 0.12070E+01, 0.12070E+01, 0.62015E+03, 0.72490E-03, 0.72490E-03, 0.18391E+00, 0.85503E-01, 0.20200E+02, 0.82864E-02, 0.21262E-02, 0.63149E+00, 0.16777E-03, 0.28563E-03, 0.75930E-01, 0.22517E-04, 0.25188E-03, 0.71153E-01, 0.18153E-04, 0.56066E-03, 0.56066E-03, 0.20552E+00, 0.10634E+00, 0.10634E+00, 0.54635E+02, 0.63863E-04, 0.63863E-04, 0.16202E-01, 0.75328E-02, 0.17796E+01, 0.73003E-03, 0.18732E-03, 0.55634E-01, 0.14780E-04, 0.25163E-04, 0.66893E-02, 0.19838E-05, 0.22191E-04, 0.62685E-02, 0.15993E-05, 0.31173E+00, 0.31173E+00, 0.11427E+03, 0.59123E+02, 0.59123E+02, 0.30377E+05, 0.35508E-01, 0.35508E-01, 0.90085E+01, 0.41882E+01, 0.98947E+03, 0.40590E+00, 0.10415E+00, 0.30933E+02, 0.82178E-02, 0.13991E-01, 0.37193E+01, 0.11030E-02, 0.12338E-01, 0.34853E+01, 0.88919E-03, 0.13321E-03, 0.13321E-03, 0.48832E-01, 0.25266E-01, 0.25266E-01, 0.12981E+02, 0.15174E-04, 0.15174E-04, 0.38497E-02, 0.17898E-02, 0.42284E+00, 0.17346E-03, 0.44507E-04, 0.13219E-01, 0.35118E-05, 0.59789E-05, 0.15894E-02, 0.47135E-06, 0.52726E-05, 0.14894E-02, 0.37999E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,317,1697,10311,76.596,76.627,1145.6596,1157.6208,33.31,6.19,1,2,1,2M+H,M+H,652,5423,0,-29.5,-32.0,0,17254,2864,1145.69342071395,1157.65783943475,BSubL19,43,52,M+H,1,0,IQIFEGVVIK,---------,0.009107,0.016060,IQIFEGVVIK,msuPulseA_peaks/BSubL19_43_52_0_1145.69342071395_76.6115.txt,,0.0720936813338119,1
msuPulseA_peaks/BSubL19_55_65_0_562.29129358266_57.427,Su,GGGISETFTVR,1124.582, 2,55 , 0.61773E+02,19,  65.000, 0.29623E+03, 0.50462E-01, 0.29316E-02, 0.68387E+01, 0.42113E+00, 0.10979E+01, 0.31673E-02, 0.31673E-02, 0.19502E+02, 0.52319E+01, 0.52319E+01, 0.37883E+05, 0.13183E-03, 0.13183E-03, 0.50801E+00, 0.14791E+00, 0.29063E+03, 0.47346E-02, 0.93160E-03, 0.22719E+01, 0.26046E-04, 0.16513E-03, 0.32077E+00, 0.43015E-05, 0.15828E-03, 0.31157E+00, 0.39860E-05, 0.46103E-03, 0.46103E-03, 0.28386E+01, 0.76155E+00, 0.76155E+00, 0.55142E+04, 0.19188E-04, 0.19188E-04, 0.73945E-01, 0.21530E-01, 0.42304E+02, 0.68916E-03, 0.13560E-03, 0.33070E+00, 0.37912E-05, 0.24036E-04, 0.46690E-01, 0.62611E-06, 0.23040E-04, 0.45352E-01, 0.58020E-06, 0.19870E+00, 0.19870E+00, 0.12235E+04, 0.32823E+03, 0.32823E+03, 0.23766E+07, 0.82702E-02, 0.82702E-02, 0.31870E+02, 0.92795E+01, 0.18233E+05, 0.29703E+00, 0.58444E-01, 0.14253E+03, 0.16340E-02, 0.10359E-01, 0.20124E+02, 0.26985E-03, 0.99301E-02, 0.19547E+02, 0.25007E-03, 0.43404E-05, 0.43404E-05, 0.26725E-01, 0.71697E-02, 0.71697E-02, 0.51914E+02, 0.18065E-06, 0.18065E-06, 0.69616E-03, 0.20270E-03, 0.39828E+00, 0.64882E-05, 0.12766E-05, 0.31134E-02, 0.35693E-07, 0.22629E-06, 0.43957E-03, 0.58946E-08, 0.21691E-06, 0.42697E-03, 0.54624E-08,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,319,742,2782,57.448,57.406,562.2728,569.2527,359.52,58.53,2,1,1,M+2H,M+2H,263,1162,0,-32.9,-31.3,0,8584,2715,562.29129358266,569.27053783646,BSubL19,55,65,M+2H,2,0,GGGISETFTVR,----------,0.002542,0.006292,GGGISETFTVR,msuPulseA_peaks/BSubL19_55_65_0_562.29129358266_57.427.txt,,0.0580082453721368,1
