isofile,isoprotein,isopep,mw,isoz_charge,tim,chisq,symb,mz,B,OFF,GW,AMP_U,AMP_L,AMP_S,FRC_NX,avg_wr1A,avg_wr2A,avg_wr3A,avg_wr4A,avavg_wr6A,avg_wr7A,avg_wr8A,avg_wr9A,avg_wr10A,avg_wr11A,avg_wr12A,avg_wr13A,avg_wr14A,avg_wr15A,avg_wr16A,avg_wr17A,avg_wr18A,avg_wr19A,avg_wr20A,avg_wr21A,avg_wr1B,avg_wr2B,avg_wr3B,avg_wr4B,avavg_wr6B,avg_wr7B,avg_wr8B,avg_wr9B,avg_wr10B,avg_wr11B,avg_wr12B,avg_wr13B,avg_wr14B,avg_wr15B,avg_wr16B,avg_wr17B,avg_wr18B,avg_wr19B,avg_wr20B,avg_wr21B,avg_wr1C,avg_wr2C,avg_wr3C,avg_wr4C,avavg_wr6C,avg_wr7C,avg_wr8C,avg_wr9C,avg_wr10C,avg_wr11C,avg_wr12C,avg_wr13C,avg_wr14C,avg_wr15C,avg_wr16C,avg_wr17C,avg_wr18C,avg_wr19C,avg_wr20C,avg_wr21C,avg_wr1D,avg_wr2D,avg_wr3D,avg_wr4D,avavg_wr6D,avg_wr7D,avg_wr8D,avg_wr9D,avg_wr10D,avg_wr11D,avg_wr12D,avg_wr13D,avg_wr14D,avg_wr15D,avg_wr16D,avg_wr17D,avg_wr18D,avg_wr19D,avg_wr20D,avg_wr21D,avg_wr1E,avg_wr2E,avg_wr3E,avg_wr4E,avavg_wr6E,avg_wr7E,avg_wr8E,avg_wr9E,avg_wr10E,avg_wr11E,avg_wr12E,avg_wr13E,avg_wr14E,avg_wr15E,avg_wr16E,avg_wr17E,avg_wr18E,avg_wr19E,avg_wr20E,avg_wr21E,isoid,ailid_n14,ailid_n15,rt_n14,rt_n15,mz_n14,mz_n15,abundance_n14,abundance_n15,ailcharge,pks_multimer_n14,pks_multimer_n15,pks_ailiontype_n14,pks_ailiontype_n15,pks_featureid_n14,pks_featureid_n15,matchmode,ppm_n14,ppm_n15,sampleid,digestionid,digestpepid,n14mass,n15mass,protein,startres,endres,iontype,charge,missed,seq,mod,n14prox,n15prox,seqmod,file,comment,frac_lab,display_flag
msuPulseD_peaks/BSubL06_71_82_0_1233.65129820179_74.738,Su,SLLGNMVEGVSK,1233.651, 1,71 , 0.31220E+00,19,  82.000, 0.36909E+02, 0.43996E-01, 0.35390E-02, 0.41255E+00, 0.62913E-01, 0.31602E+00, 0.34710E+00, 0.48071E-02, 0.48071E-02, 0.24689E+01, 0.48010E+00, 0.48010E+00, 0.41377E+03, 0.72147E-03, 0.72147E-03, 0.22017E+00, 0.71832E-01, 0.98501E+01, 0.82404E-02, 0.17902E-02, 0.27781E+00, 0.18159E-03, 0.37966E-03, 0.63629E-01, 0.33858E-04, 0.36188E-03, 0.62425E-01, 0.30684E-04, 0.33138E-03, 0.33138E-03, 0.17019E+00, 0.33096E-01, 0.33096E-01, 0.28524E+02, 0.49735E-04, 0.49735E-04, 0.15178E-01, 0.49518E-02, 0.67903E+00, 0.56806E-03, 0.12341E-03, 0.19151E-01, 0.12518E-04, 0.26172E-04, 0.43863E-02, 0.23340E-05, 0.24946E-04, 0.43033E-02, 0.21152E-05, 0.19750E+00, 0.19750E+00, 0.10144E+03, 0.19725E+02, 0.19725E+02, 0.17000E+05, 0.29642E-01, 0.29642E-01, 0.90460E+01, 0.29513E+01, 0.40470E+03, 0.33856E+00, 0.73552E-01, 0.11414E+02, 0.74610E-02, 0.15599E-01, 0.26142E+01, 0.13911E-02, 0.14868E-01, 0.25648E+01, 0.12607E-02, 0.88542E-04, 0.88542E-04, 0.45474E-01, 0.88430E-02, 0.88430E-02, 0.76213E+01, 0.13289E-04, 0.13289E-04, 0.40554E-02, 0.13231E-02, 0.18143E+00, 0.15178E-03, 0.32974E-04, 0.51170E-02, 0.33448E-05, 0.69929E-05, 0.11720E-02, 0.62364E-06, 0.66654E-05, 0.11498E-02, 0.56517E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,684,128,540,74.770,74.706,1233.6232,1247.5818,17.63,14.60,1,1,1,M+H,M+H,44,181,0,-22.8,-22.4,0,17920,403,1233.65129820179,1247.60978670939,BSubL06,71,82,M+H,1,0,SLLGNMVEGVSK,-----------,0.007862,0.022667,SLLGNMVEGVSK,msuPulseD_peaks/BSubL06_71_82_0_1233.65129820179_74.738.txt,,0.132319444415233,1
msuPulseD_peaks/BSubL06_142_150_0_884.53177512246_45.819,Su,VGAIAANIR, 884.532, 1,142, 0.40509E+00,19, 150.000, 0.32773E+02, 0.30176E-01, 0.45106E-02, 0.50361E+00, 0.67317E-01, 0.36507E+00, 0.27895E+00, 0.29874E-02, 0.29874E-02, 0.16714E+01, 0.40194E+00, 0.40194E+00, 0.31790E+03, 0.44197E-03, 0.44197E-03, 0.14497E+00, 0.44150E-01, 0.79660E+01, 0.48104E-02, 0.94294E-03, 0.23142E+00, 0.81686E-04, 0.16584E-03, 0.31544E-01, 0.14384E-04, 0.15863E-03, 0.30935E-01, 0.13129E-04, 0.30219E-03, 0.30219E-03, 0.16907E+00, 0.40659E-01, 0.40659E-01, 0.32158E+02, 0.44708E-04, 0.44708E-04, 0.14664E-01, 0.44661E-02, 0.80581E+00, 0.48660E-03, 0.95385E-04, 0.23410E-01, 0.82631E-05, 0.16776E-04, 0.31909E-02, 0.14551E-05, 0.16046E-04, 0.31293E-02, 0.13280E-05, 0.18857E+00, 0.18857E+00, 0.10550E+03, 0.25371E+02, 0.25371E+02, 0.20067E+05, 0.27898E-01, 0.27898E-01, 0.91506E+01, 0.27868E+01, 0.50283E+03, 0.30364E+00, 0.59520E-01, 0.14608E+02, 0.51562E-02, 0.10468E-01, 0.19911E+01, 0.90796E-03, 0.10013E-01, 0.19527E+01, 0.82870E-03, 0.52392E-04, 0.52392E-04, 0.29312E-01, 0.70491E-02, 0.70491E-02, 0.55752E+01, 0.77510E-05, 0.77510E-05, 0.25424E-02, 0.77428E-03, 0.13970E+00, 0.84363E-04, 0.16537E-04, 0.40586E-02, 0.14326E-05, 0.29085E-05, 0.55320E-03, 0.25227E-06, 0.27819E-05, 0.54253E-03, 0.23024E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,23,37,281,45.858,45.780,884.5132,897.4750,34.38,26.99,1,1,1,M+H,M+H,14,96,0,-21.0,-20.3,0,14615,3766,884.53177512246,897.49322873666,BSubL06,142,150,M+H,1,0,VGAIAANIR,--------,0.025152,0.002672,VGAIAANIR,msuPulseD_peaks/BSubL06_142_150_0_884.53177512246_45.819.txt,,0.117908243961137,1
msuPulseD_peaks/BSubL06_71_82_0_411.88898275531_74.738,Su,SLLGNMVEGVSK,1235.667, 3,71 , 0.77295E+00,19,  82.000, 0.39864E+02, 0.46848E-01, 0.23130E-02, 0.18119E+00, 0.35794E-01, 0.14899E+00, 0.29612E+00, 0.14662E-01, 0.14662E-01, 0.39864E+01, 0.26344E+01, 0.26344E+01, 0.74656E+03, 0.18406E-02, 0.18406E-02, 0.35851E+00, 0.18263E+00, 0.33507E+02, 0.19442E-01, 0.14662E-01, 0.26344E+01, 0.18406E-02, 0.13582E-02, 0.25437E+00, 0.12215E-03, 0.13582E-02, 0.25437E+00, 0.12215E-03, 0.99511E-03, 0.99511E-03, 0.27055E+00, 0.17880E+00, 0.17880E+00, 0.50668E+02, 0.12492E-03, 0.12492E-03, 0.24332E-01, 0.12395E-01, 0.22741E+01, 0.13195E-02, 0.99511E-03, 0.17880E+00, 0.12492E-03, 0.92183E-04, 0.17264E-01, 0.82903E-05, 0.92183E-04, 0.17264E-01, 0.82903E-05, 0.34232E+00, 0.34232E+00, 0.93070E+02, 0.61506E+02, 0.61506E+02, 0.17430E+05, 0.42972E-01, 0.42972E-01, 0.83701E+01, 0.42639E+01, 0.78229E+03, 0.45392E+00, 0.34232E+00, 0.61506E+02, 0.42972E-01, 0.31711E-01, 0.59387E+01, 0.28519E-02, 0.31711E-01, 0.59387E+01, 0.28519E-02, 0.36843E-03, 0.36843E-03, 0.10017E+00, 0.66198E-01, 0.66198E-01, 0.18760E+02, 0.46250E-04, 0.46250E-04, 0.90086E-02, 0.45892E-02, 0.84197E+00, 0.48855E-03, 0.36843E-03, 0.66198E-01, 0.46250E-04, 0.34130E-04, 0.63918E-02, 0.30694E-05, 0.34130E-04, 0.63918E-02, 0.30694E-05,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,387,126,538,74.770,74.706,411.8779,416.5346,8.62,6.06,3,1,1,M+3H,M+3H,44,181,0,-26.9,-17.3,0,4188,403,411.88898275531,416.541812257843,BSubL06,71,82,M+3H,3,0,SLLGNMVEGVSK,-----------,0.002621,0.007556,SLLGNMVEGVSK,msuPulseD_peaks/BSubL06_71_82_0_411.88898275531_74.738.txt,,0.16496147181359,1
msuPulseD_peaks/BSubL06_87_96_0_1062.59476930184_68.6185,Su,GLELVGVGYR,1062.595, 1,87 , 0.98756E+00,19,  96.000, 0.48409E+02, 0.38005E-01, 0.39643E-02, 0.80285E+00, 0.96571E-01, 0.57633E+00, 0.30905E+00, 0.34668E-02, 0.34668E-02, 0.37505E+01, 0.72447E+00, 0.72447E+00, 0.12691E+04, 0.41148E-03, 0.41148E-03, 0.24309E+00, 0.70783E-01, 0.20655E+02, 0.59576E-02, 0.12336E-02, 0.44025E+00, 0.87510E-04, 0.27511E-03, 0.93096E-01, 0.17831E-04, 0.26646E-03, 0.91943E-01, 0.16597E-04, 0.29827E-03, 0.29827E-03, 0.32268E+00, 0.62330E-01, 0.62330E-01, 0.10919E+03, 0.35402E-04, 0.35402E-04, 0.20915E-01, 0.60899E-02, 0.17771E+01, 0.51257E-03, 0.10614E-03, 0.37877E-01, 0.75291E-05, 0.23669E-04, 0.80096E-02, 0.15342E-05, 0.22926E-04, 0.79104E-02, 0.14280E-05, 0.17687E+00, 0.17687E+00, 0.19135E+03, 0.36962E+02, 0.36962E+02, 0.64751E+05, 0.20994E-01, 0.20994E-01, 0.12402E+02, 0.36113E+01, 0.10538E+04, 0.30395E+00, 0.62938E-01, 0.22461E+02, 0.44647E-02, 0.14036E-01, 0.47497E+01, 0.90975E-03, 0.13595E-01, 0.46909E+01, 0.84679E-03, 0.33817E-04, 0.33817E-04, 0.36584E-01, 0.70668E-02, 0.70668E-02, 0.12380E+02, 0.40138E-05, 0.40138E-05, 0.23712E-02, 0.69045E-03, 0.20148E+00, 0.58113E-04, 0.12033E-04, 0.42944E-02, 0.85362E-06, 0.26836E-05, 0.90810E-03, 0.17394E-06, 0.25992E-05, 0.89685E-03, 0.16190E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,403,264,757,68.634,68.603,1062.5703,1075.5329,37.34,29.32,1,1,1,M+H,M+H,90,261,0,-23.0,-21.7,0,16528,2142,1062.59476930184,1075.55622291604,BSubL06,87,96,M+H,1,0,GLELVGVGYR,---------,0.947630,0.012014,GLELVGVGYR,msuPulseD_peaks/BSubL06_87_96_0_1062.59476930184_68.6185.txt,,0.107370185930727,1
msuPulseD_peaks/BSubL06_32_36_0_575.31529999345_10.199,Su,GELTR, 575.315, 1,32 , 0.17991E+01,19,  36.000, 0.38682E+02, 0.19052E-01, 0.58667E-02, 0.54397E+00, 0.62193E-01, 0.35095E+00, 0.33991E+00, 0.36645E-02, 0.36645E-02, 0.27076E+01, 0.13680E+01, 0.13680E+01, 0.10512E+04, 0.39839E-03, 0.39839E-03, 0.16318E+00, 0.58951E-01, 0.21649E+02, 0.47167E-02, 0.99709E-03, 0.34496E+00, 0.66923E-04, 0.20587E-03, 0.79933E-01, 0.12408E-04, 0.19681E-03, 0.76715E-01, 0.11317E-04, 0.49137E-03, 0.49137E-03, 0.36305E+00, 0.18343E+00, 0.18343E+00, 0.14096E+03, 0.53420E-04, 0.53420E-04, 0.21881E-01, 0.79047E-02, 0.29029E+01, 0.63246E-03, 0.13370E-03, 0.46255E-01, 0.89737E-05, 0.27606E-04, 0.10718E-01, 0.16638E-05, 0.26390E-04, 0.10287E-01, 0.15175E-05, 0.26387E+00, 0.26387E+00, 0.19496E+03, 0.98504E+02, 0.98504E+02, 0.75695E+05, 0.28687E-01, 0.28687E-01, 0.11750E+02, 0.42448E+01, 0.15589E+04, 0.33963E+00, 0.71797E-01, 0.24839E+02, 0.48189E-02, 0.14824E-01, 0.57556E+01, 0.89346E-03, 0.14171E-01, 0.55239E+01, 0.81490E-03, 0.54451E-04, 0.54451E-04, 0.40231E-01, 0.20327E-01, 0.20327E-01, 0.15620E+02, 0.59196E-05, 0.59196E-05, 0.24247E-02, 0.87594E-03, 0.32168E+00, 0.70084E-04, 0.14816E-04, 0.51257E-02, 0.99440E-06, 0.30590E-05, 0.11877E-02, 0.18437E-06, 0.29243E-05, 0.11399E-02, 0.16816E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,778,2414,6072,10.186,10.212,575.3039,583.2801,22.55,12.70,1,1,1,M+H,M+K,919,2747,0,-19.8,-19.7,0,8913,4692,575.31529999345,583.29157914065,BSubL06,32,36,M+H,1,0,GELTR,----,0.026490,0.013019,GELTR,msuPulseD_peaks/BSubL06_32_36_0_575.31529999345_10.199.txt,,0.102601115541529,1
msuPulseD_peaks/BSubL06_154_159_0_360.682327742165_12.38,Su,SPEPYK, 721.365, 2,154, 0.47007E+01,19, 159.000, 0.76955E+02, 0.23651E-01, 0.39212E-02, 0.11344E+01, 0.23671E+00, 0.80905E+00, 0.37395E+00, 0.52934E-02, 0.52934E-02, 0.10322E+02, 0.21802E+01, 0.21802E+01, 0.70486E+04, 0.39393E-03, 0.39393E-03, 0.46098E+00, 0.14790E+00, 0.82641E+02, 0.82045E-02, 0.23258E-02, 0.13177E+01, 0.11660E-03, 0.47871E-03, 0.32691E+00, 0.21380E-04, 0.46705E-03, 0.32347E+00, 0.20320E-04, 0.59402E-03, 0.59402E-03, 0.11583E+01, 0.24466E+00, 0.24466E+00, 0.79099E+03, 0.44207E-04, 0.44207E-04, 0.51730E-01, 0.16598E-01, 0.92739E+01, 0.92070E-03, 0.26100E-03, 0.14787E+00, 0.13085E-04, 0.53720E-04, 0.36686E-01, 0.23992E-05, 0.52412E-04, 0.36299E-01, 0.22803E-05, 0.19781E+00, 0.19781E+00, 0.38571E+03, 0.81471E+02, 0.81471E+02, 0.26340E+06, 0.14721E-01, 0.14721E-01, 0.17226E+02, 0.55270E+01, 0.30882E+04, 0.30659E+00, 0.86911E-01, 0.49242E+02, 0.43574E-02, 0.17889E-01, 0.12216E+02, 0.79895E-03, 0.17453E-01, 0.12088E+02, 0.75934E-03, 0.20579E-04, 0.20579E-04, 0.40128E-01, 0.84761E-02, 0.84761E-02, 0.27404E+02, 0.15315E-05, 0.15315E-05, 0.17922E-02, 0.57502E-03, 0.32129E+00, 0.31897E-04, 0.90421E-05, 0.51230E-02, 0.45333E-06, 0.18611E-05, 0.12710E-02, 0.83121E-07, 0.18158E-05, 0.12576E-02, 0.79000E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,754,2198,2859,12.395,12.365,360.6746,364.1648,51.53,39.18,2,1,1,M+2H,M+2H,829,1121,0,-21.4,-19.6,0,2356,2343,360.682327742165,364.171949869065,BSubL06,154,159,M+2H,2,0,SPEPYK,-----,0.001343,0.001118,SPEPYK,msuPulseD_peaks/BSubL06_154_159_0_360.682327742165_12.38.txt,,0.17264114476592,1
msuPulseD_peaks/BSubL06_46_60_0_557.628996040633_50.918,Su,VEDNVLTVARPSDQK,1672.887, 3,46 , 0.49691E+01,19,  60.000, 0.10923E+03, 0.61159E-01, 0.19704E-02, 0.11374E+01, 0.23302E+00, 0.85013E+00, 0.34254E+00, 0.90910E-02, 0.90910E-02, 0.11029E+02, 0.33653E+01, 0.33653E+01, 0.60546E+04, 0.66769E-03, 0.66769E-03, 0.56776E+00, 0.23407E+00, 0.11252E+03, 0.13960E-01, 0.47516E-02, 0.23269E+01, 0.26493E-03, 0.74665E-03, 0.40989E+00, 0.38437E-04, 0.71361E-03, 0.40200E+00, 0.35375E-04, 0.59598E-03, 0.59598E-03, 0.72304E+00, 0.22062E+00, 0.22062E+00, 0.39693E+03, 0.43772E-04, 0.43772E-04, 0.37221E-01, 0.15345E-01, 0.73765E+01, 0.91516E-03, 0.31151E-03, 0.15255E+00, 0.17368E-04, 0.48949E-04, 0.26872E-01, 0.25198E-05, 0.46783E-04, 0.26354E-01, 0.23191E-05, 0.24316E+00, 0.24316E+00, 0.29500E+03, 0.90014E+02, 0.90014E+02, 0.16195E+06, 0.17859E-01, 0.17859E-01, 0.15186E+02, 0.62607E+01, 0.30096E+04, 0.37338E+00, 0.12709E+00, 0.62239E+02, 0.70862E-02, 0.19971E-01, 0.10964E+02, 0.10281E-02, 0.19087E-01, 0.10753E+02, 0.94619E-03, 0.44192E-04, 0.44192E-04, 0.53614E-01, 0.16359E-01, 0.16359E-01, 0.29432E+02, 0.32457E-05, 0.32457E-05, 0.27600E-02, 0.11378E-02, 0.54697E+00, 0.67859E-04, 0.23098E-04, 0.11311E-01, 0.12879E-05, 0.36296E-05, 0.19925E-02, 0.18685E-06, 0.34690E-05, 0.19542E-02, 0.17196E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,196,2505,2840,50.934,50.902,557.6151,564.5948,32.94,25.29,3,1,1,M+3H,M+3H,958,1113,0,-24.9,-23.8,0,8450,1401,557.628996040633,564.608240294433,BSubL06,46,60,M+3H,3,0,VEDNVLTVARPSDQK,--------------,0.014363,0.006298,VEDNVLTVARPSDQK,msuPulseD_peaks/BSubL06_46_60_0_557.628996040633_50.918.txt,,0.170035463580508,1
msuPulseD_peaks/BSubL06_165_171_0_426.21706601324_26.206,Su,YEGEVVR, 852.434, 2,165, 0.38417E+02,19, 171.000, 0.11132E+03, 0.27468E-01, 0.35218E-02, 0.18156E+01, 0.33374E+00, 0.13023E+01, 0.24814E+00, 0.66379E-02, 0.66379E-02, 0.15846E+02, 0.10846E+02, 0.10846E+02, 0.18228E+05, 0.31778E-03, 0.31778E-03, 0.55076E+00, 0.20377E+00, 0.27008E+03, 0.80371E-02, 0.24855E-02, 0.30637E+01, 0.88965E-04, 0.44737E-03, 0.51464E+00, 0.15549E-04, 0.43276E-03, 0.48879E+00, 0.14752E-04, 0.75245E-03, 0.75245E-03, 0.17962E+01, 0.12295E+01, 0.12295E+01, 0.20663E+04, 0.36023E-04, 0.36023E-04, 0.62432E-01, 0.23099E-01, 0.30615E+02, 0.91106E-03, 0.28175E-03, 0.34729E+00, 0.10085E-04, 0.50713E-04, 0.58337E-01, 0.17626E-05, 0.49056E-04, 0.55407E-01, 0.16722E-05, 0.28819E+00, 0.28819E+00, 0.68796E+03, 0.47088E+03, 0.47088E+03, 0.79140E+06, 0.13797E-01, 0.13797E-01, 0.23912E+02, 0.88468E+01, 0.11726E+05, 0.34894E+00, 0.10791E+00, 0.13301E+03, 0.38625E-02, 0.19423E-01, 0.22343E+02, 0.67508E-03, 0.18789E-01, 0.21221E+02, 0.64046E-03, 0.19902E-04, 0.19902E-04, 0.47510E-01, 0.32519E-01, 0.32519E-01, 0.54653E+02, 0.95279E-06, 0.95279E-06, 0.16513E-02, 0.61095E-03, 0.80976E+00, 0.24097E-04, 0.74521E-05, 0.91857E-02, 0.26674E-06, 0.13413E-05, 0.15430E-02, 0.46621E-07, 0.12975E-05, 0.14655E-02, 0.44229E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,657,1496,1785,26.228,26.184,426.2083,431.1938,124.22,91.46,2,1,1,M+2H,M+2H,536,657,0,-20.6,-19.6,0,4652,3579,426.21706601324,431.20224048024,BSubL06,165,171,M+2H,2,0,YEGEVVR,------,0.000491,0.013019,YEGEVVR,msuPulseD_peaks/BSubL06_165_171_0_426.21706601324_26.206.txt,,0.155275572966585,1
msuPulseD_peaks/BSubL06_37_45_0_373.183618628177_53.295,Su,TFHPDMEIK,1119.551, 3,37 , 0.46151E+02,19,  45.000, 0.23382E+03, 0.39628E-01, 0.24878E-02, 0.29841E+01, 0.48458E+00, 0.21263E+01, 0.28819E+00, 0.72784E-02, 0.72784E-02, 0.21128E+02, 0.92918E+01, 0.92918E+01, 0.24523E+05, 0.31050E-03, 0.31050E-03, 0.74328E+00, 0.26020E+00, 0.32125E+03, 0.99661E-02, 0.27378E-02, 0.36094E+01, 0.95834E-04, 0.42519E-03, 0.49350E+00, 0.14958E-04, 0.40128E-03, 0.46308E+00, 0.13857E-04, 0.70073E-03, 0.70073E-03, 0.20341E+01, 0.89456E+00, 0.89456E+00, 0.23610E+04, 0.29894E-04, 0.29894E-04, 0.71559E-01, 0.25051E-01, 0.30928E+02, 0.95949E-03, 0.26358E-03, 0.34749E+00, 0.92264E-05, 0.40935E-04, 0.47512E-01, 0.14401E-05, 0.38633E-04, 0.44583E-01, 0.13341E-05, 0.22634E+00, 0.22634E+00, 0.65702E+03, 0.28894E+03, 0.28894E+03, 0.76260E+06, 0.96557E-02, 0.96557E-02, 0.23114E+02, 0.80915E+01, 0.99899E+04, 0.30991E+00, 0.85138E-01, 0.11224E+03, 0.29801E-02, 0.13222E-01, 0.15346E+02, 0.46514E-03, 0.12479E-01, 0.14400E+02, 0.43091E-03, 0.12261E-04, 0.12261E-04, 0.35593E-01, 0.15653E-01, 0.15653E-01, 0.41313E+02, 0.52308E-06, 0.52308E-06, 0.12522E-02, 0.43834E-03, 0.54119E+00, 0.16789E-04, 0.46122E-05, 0.60805E-02, 0.16144E-06, 0.71628E-06, 0.83137E-03, 0.25198E-07, 0.67601E-06, 0.78012E-03, 0.23344E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,581,479,1018,53.310,53.280,373.1750,377.1630,183.58,126.25,3,1,1,M+3H,M+3H,162,359,0,-23.1,-23.2,0,2783,2662,373.183618628177,377.171758201777,BSubL06,37,45,M+3H,3,0,TFHPDMEIK,--------,0.008384,0.013140,TFHPDMEIK,msuPulseD_peaks/BSubL06_37_45_0_373.183618628177_53.295.txt,,0.139701557941349,1
msuPulseD_peaks/BSubL06_87_96_0_531.801297166955_68.6185,Su,GLELVGVGYR,1063.603, 2,87 , 0.65893E+02,19,  96.000, 0.26782E+03, 0.41024E-01, 0.30477E-02, 0.56945E+01, 0.72178E+00, 0.40116E+01, 0.31680E+00, 0.38724E-02, 0.38724E-02, 0.29750E+02, 0.65599E+01, 0.65599E+01, 0.70892E+05, 0.15548E-03, 0.15548E-03, 0.72727E+00, 0.21543E+00, 0.48425E+03, 0.63032E-02, 0.13298E-02, 0.30875E+01, 0.36558E-04, 0.29600E-03, 0.70534E+00, 0.72359E-05, 0.28722E-03, 0.69044E+00, 0.68565E-05, 0.40816E-03, 0.40816E-03, 0.31357E+01, 0.69142E+00, 0.69142E+00, 0.74721E+04, 0.16387E-04, 0.16387E-04, 0.76655E-01, 0.22706E-01, 0.51040E+02, 0.66436E-03, 0.14016E-03, 0.32543E+00, 0.38532E-05, 0.31199E-04, 0.74343E-01, 0.76267E-06, 0.30273E-04, 0.72773E-01, 0.72267E-06, 0.17143E+00, 0.17143E+00, 0.13170E+04, 0.29040E+03, 0.29040E+03, 0.31383E+07, 0.68827E-02, 0.68827E-02, 0.32195E+02, 0.95366E+01, 0.21437E+05, 0.27903E+00, 0.58868E-01, 0.13668E+03, 0.16184E-02, 0.13103E-01, 0.31224E+02, 0.32032E-03, 0.12715E-01, 0.30565E+02, 0.30352E-03, 0.43521E-05, 0.43521E-05, 0.33436E-01, 0.73725E-02, 0.73725E-02, 0.79673E+02, 0.17474E-06, 0.17474E-06, 0.81736E-03, 0.24211E-03, 0.54423E+00, 0.70839E-05, 0.14945E-05, 0.34700E-02, 0.41086E-07, 0.33266E-06, 0.79271E-03, 0.81322E-08, 0.32279E-06, 0.77596E-03, 0.77057E-08,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,655,263,756,68.634,68.603,531.7875,538.2686,284.84,196.07,2,1,1,M+2H,M+2H,90,261,0,-25.9,-24.9,0,7747,2142,531.801297166955,538.282023974055,BSubL06,87,96,M+2H,2,0,GLELVGVGYR,---------,0.473815,0.006007,GLELVGVGYR,msuPulseD_peaks/BSubL06_87_96_0_531.801297166955_68.6185.txt,,0.112491973542302,1
