isofile,isoprotein,isopep,mw,isoz_charge,tim,chisq,symb,mz,B,OFF,GW,AMP_U,AMP_L,AMP_S,FRC_NX,avg_wr1A,avg_wr2A,avg_wr3A,avg_wr4A,avavg_wr6A,avg_wr7A,avg_wr8A,avg_wr9A,avg_wr10A,avg_wr11A,avg_wr12A,avg_wr13A,avg_wr14A,avg_wr15A,avg_wr16A,avg_wr17A,avg_wr18A,avg_wr19A,avg_wr20A,avg_wr21A,avg_wr1B,avg_wr2B,avg_wr3B,avg_wr4B,avavg_wr6B,avg_wr7B,avg_wr8B,avg_wr9B,avg_wr10B,avg_wr11B,avg_wr12B,avg_wr13B,avg_wr14B,avg_wr15B,avg_wr16B,avg_wr17B,avg_wr18B,avg_wr19B,avg_wr20B,avg_wr21B,avg_wr1C,avg_wr2C,avg_wr3C,avg_wr4C,avavg_wr6C,avg_wr7C,avg_wr8C,avg_wr9C,avg_wr10C,avg_wr11C,avg_wr12C,avg_wr13C,avg_wr14C,avg_wr15C,avg_wr16C,avg_wr17C,avg_wr18C,avg_wr19C,avg_wr20C,avg_wr21C,avg_wr1D,avg_wr2D,avg_wr3D,avg_wr4D,avavg_wr6D,avg_wr7D,avg_wr8D,avg_wr9D,avg_wr10D,avg_wr11D,avg_wr12D,avg_wr13D,avg_wr14D,avg_wr15D,avg_wr16D,avg_wr17D,avg_wr18D,avg_wr19D,avg_wr20D,avg_wr21D,avg_wr1E,avg_wr2E,avg_wr3E,avg_wr4E,avavg_wr6E,avg_wr7E,avg_wr8E,avg_wr9E,avg_wr10E,avg_wr11E,avg_wr12E,avg_wr13E,avg_wr14E,avg_wr15E,avg_wr16E,avg_wr17E,avg_wr18E,avg_wr19E,avg_wr20E,avg_wr21E,isoid,ailid_n14,ailid_n15,rt_n14,rt_n15,mz_n14,mz_n15,abundance_n14,abundance_n15,ailcharge,pks_multimer_n14,pks_multimer_n15,pks_ailiontype_n14,pks_ailiontype_n15,pks_featureid_n14,pks_featureid_n15,matchmode,ppm_n14,ppm_n15,sampleid,digestionid,digestpepid,n14mass,n15mass,protein,startres,endres,iontype,charge,missed,seq,mod,n14prox,n15prox,seqmod,file,comment,frac_lab,display_flag
msuPulseD_peaks/BSubL21_71_75_0_318.19794802148_49.0585,Su,ITVFR, 636.396, 2,71 , 0.57021E+02,19,  75.000, 0.15250E+03, 0.24623E-01, 0.41084E-02, 0.46420E+01, 0.48306E+00, 0.34956E+01, 0.31053E+00, 0.29124E-02, 0.29124E-02, 0.21262E+02, 0.54174E+01, 0.54174E+01, 0.42121E+05, 0.12217E-03, 0.12217E-03, 0.57738E+00, 0.15546E+00, 0.34242E+03, 0.46474E-02, 0.99904E-03, 0.24247E+01, 0.27390E-04, 0.20200E-03, 0.40016E+00, 0.54852E-05, 0.19694E-03, 0.38886E+00, 0.52871E-05, 0.42334E-03, 0.42334E-03, 0.30906E+01, 0.78745E+00, 0.78745E+00, 0.61226E+04, 0.17758E-04, 0.17758E-04, 0.83926E-01, 0.22597E-01, 0.49773E+02, 0.67553E-03, 0.14522E-03, 0.35245E+00, 0.39813E-05, 0.29362E-04, 0.58166E-01, 0.79732E-06, 0.28627E-04, 0.56524E-01, 0.76852E-06, 0.15621E+00, 0.15621E+00, 0.11404E+04, 0.29057E+03, 0.29057E+03, 0.22592E+07, 0.65528E-02, 0.65528E-02, 0.30969E+02, 0.83383E+01, 0.18366E+05, 0.24927E+00, 0.53585E-01, 0.13006E+03, 0.14691E-02, 0.10835E-01, 0.21463E+02, 0.29421E-03, 0.10563E-01, 0.20857E+02, 0.28358E-03, 0.34158E-05, 0.34158E-05, 0.24937E-01, 0.63536E-02, 0.63536E-02, 0.49401E+02, 0.14328E-06, 0.14328E-06, 0.67716E-03, 0.18233E-03, 0.40159E+00, 0.54505E-05, 0.11717E-05, 0.28438E-02, 0.32123E-07, 0.23691E-06, 0.46932E-03, 0.64332E-08, 0.23098E-06, 0.45606E-03, 0.62008E-08,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,431,296,728,49.083,49.034,318.1894,322.1782,354.39,256.74,2,1,1,M+2H,M+2H,101,250,0,-26.9,-24.5,0,738,738,318.19794802148,322.18608759508,BSubL21,71,75,M+2H,2,0,ITVFR,----,0.019577,0.024702,ITVFR,msuPulseD_peaks/BSubL21_71_75_0_318.19794802148_49.0585.txt,,0.0942545062887069,1
msuPulseD_peaks/BSubL21_48_61_0_672.36244714728_41.279,Su,VGNPTVEGATVTAK,1344.725, 2,48 , 0.73040E+02,19,  61.000, 0.24645E+03, 0.44815E-01, 0.26537E-02, 0.67742E+01, 0.67476E+00, 0.50586E+01, 0.32357E+00, 0.39127E-02, 0.39127E-02, 0.31173E+02, 0.68593E+01, 0.68593E+01, 0.72292E+05, 0.15089E-03, 0.15089E-03, 0.77697E+00, 0.22181E+00, 0.49709E+03, 0.63683E-02, 0.15159E-02, 0.38412E+01, 0.39443E-04, 0.29259E-03, 0.67853E+00, 0.72926E-05, 0.28588E-03, 0.66949E+00, 0.69867E-05, 0.36472E-03, 0.36472E-03, 0.29058E+01, 0.63939E+00, 0.63939E+00, 0.67386E+04, 0.14065E-04, 0.14065E-04, 0.72424E-01, 0.20676E-01, 0.46336E+02, 0.59361E-03, 0.14130E-03, 0.35805E+00, 0.36766E-05, 0.27274E-04, 0.63248E-01, 0.67977E-06, 0.26648E-04, 0.62406E-01, 0.65126E-06, 0.16267E+00, 0.16267E+00, 0.12960E+04, 0.28517E+03, 0.28517E+03, 0.30054E+07, 0.62729E-02, 0.62729E-02, 0.32301E+02, 0.92216E+01, 0.20666E+05, 0.26475E+00, 0.63019E-01, 0.15969E+03, 0.16398E-02, 0.12164E-01, 0.28209E+02, 0.30318E-03, 0.11885E-01, 0.27833E+02, 0.29046E-03, 0.37494E-05, 0.37494E-05, 0.29872E-01, 0.65729E-02, 0.65729E-02, 0.69274E+02, 0.14459E-06, 0.14459E-06, 0.74453E-03, 0.21255E-03, 0.47633E+00, 0.61024E-05, 0.14526E-05, 0.36808E-02, 0.37796E-07, 0.28038E-06, 0.65020E-03, 0.69881E-08, 0.27394E-06, 0.64154E-03, 0.66950E-08,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,416,78,406,41.309,41.249,672.3470,680.3252,343.13,253.24,2,1,1,M+2H,M+2H,27,138,0,-23.0,-19.9,0,11086,1480,672.36244714728,680.33872629448,BSubL21,48,61,M+2H,2,0,VGNPTVEGATVTAK,-------------,0.003524,0.000085,VGNPTVEGATVTAK,msuPulseD_peaks/BSubL21_48_61_0_672.36244714728_41.279.txt,,0.090584457427614,1
msuPulseD_peaks/BSubL22_1_4_0_477.24952893275_7.069,Su,MQAK, 477.249, 1,1  , 0.24975E+00,19,   4.000, 0.23500E+02, 0.16197E-01, 0.66020E-02, 0.23389E+00, 0.91415E-02, 0.14986E+00, 0.10000E+00, 0.57755E-02, 0.57755E-02, 0.40836E+01, 0.12920E+01, 0.12920E+01, 0.25562E+04, 0.79023E-03, 0.79023E-03, 0.20870E+00, 0.10441E+00, 0.50323E+02, 0.78417E-02, 0.25564E-02, 0.10743E+01, 0.16669E-03, 0.76247E-03, 0.47728E+00, 0.38967E-04, 0.74648E-03, 0.47601E+00, 0.36055E-04, 0.75667E-03, 0.75667E-03, 0.53502E+00, 0.16927E+00, 0.16927E+00, 0.33490E+03, 0.10353E-03, 0.10353E-03, 0.27343E-01, 0.13679E-01, 0.65930E+01, 0.10274E-02, 0.33493E-03, 0.14075E+00, 0.21839E-04, 0.99894E-04, 0.62531E-01, 0.51053E-05, 0.97799E-04, 0.62365E-01, 0.47238E-05, 0.37153E+00, 0.37153E+00, 0.26269E+03, 0.83113E+02, 0.83113E+02, 0.16444E+06, 0.50834E-01, 0.50834E-01, 0.13425E+02, 0.67165E+01, 0.32372E+04, 0.50444E+00, 0.16445E+00, 0.69107E+02, 0.10723E-01, 0.49048E-01, 0.30703E+02, 0.25067E-02, 0.48019E-01, 0.30621E+02, 0.23194E-02, 0.19336E-03, 0.19336E-03, 0.13671E+00, 0.43255E-01, 0.43255E-01, 0.85579E+02, 0.26456E-04, 0.26456E-04, 0.69870E-02, 0.34955E-02, 0.16847E+01, 0.26253E-03, 0.85584E-04, 0.35965E-01, 0.55806E-05, 0.25526E-04, 0.15979E-01, 0.13046E-05, 0.24991E-04, 0.15936E-01, 0.12071E-05,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,276,7709,10960,7.078,7.060,477.2397,483.2223,7.65,3.28,1,1,1,M+H,M+Na,3673,5692,0,-20.6,-19.5,0,6217,4045,477.24952893275,483.23173829315,BSubL22,1,4,M+H,1,0,MQAK,---,0.007394,0.013718,MQAK,msuPulseD_peaks/BSubL22_1_4_0_477.24952893275_7.069.txt,,0.0376144656145397,1
msuPulseD_peaks/BSubL22_42_49_0_828.48309359454_32.123,Su,AASPIIEK, 828.483, 1,42 , 0.54604E+00,19,  49.000, 0.28773E+02, 0.27684E-01, 0.47262E-02, 0.51476E+00, 0.55549E-01, 0.36886E+00, 0.35034E+00, 0.32489E-02, 0.32489E-02, 0.29671E+01, 0.55020E+00, 0.55020E+00, 0.91146E+03, 0.45015E-03, 0.45015E-03, 0.20040E+00, 0.58611E-01, 0.15071E+02, 0.53638E-02, 0.10476E-02, 0.28148E+00, 0.87544E-04, 0.29897E-03, 0.91839E-01, 0.20193E-04, 0.29124E-03, 0.90645E-01, 0.19021E-04, 0.34515E-03, 0.34515E-03, 0.31521E+00, 0.58451E-01, 0.58451E-01, 0.96830E+02, 0.47822E-04, 0.47822E-04, 0.21290E-01, 0.62266E-02, 0.16011E+01, 0.56983E-03, 0.11129E-03, 0.29903E-01, 0.93003E-05, 0.31761E-04, 0.97566E-02, 0.21452E-05, 0.30941E-04, 0.96297E-02, 0.20207E-05, 0.17810E+00, 0.17810E+00, 0.16265E+03, 0.30160E+02, 0.30160E+02, 0.49964E+05, 0.24676E-01, 0.24676E-01, 0.10986E+02, 0.32129E+01, 0.82617E+03, 0.29403E+00, 0.57426E-01, 0.15430E+02, 0.47990E-02, 0.16389E-01, 0.50344E+01, 0.11069E-02, 0.15965E-01, 0.49689E+01, 0.10427E-02, 0.44075E-04, 0.44075E-04, 0.40252E-01, 0.74640E-02, 0.74640E-02, 0.12365E+02, 0.61068E-05, 0.61068E-05, 0.27187E-02, 0.79512E-03, 0.20446E+00, 0.72765E-04, 0.14211E-04, 0.38185E-02, 0.11876E-05, 0.40558E-05, 0.12459E-02, 0.27393E-06, 0.39510E-05, 0.12297E-02, 0.25804E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,57,155,536,32.147,32.099,828.4666,837.4408,27.06,20.03,1,1,1,M+H,M+H,52,180,0,-19.9,-18.6,0,13820,3430,828.48309359454,837.45640763514,BSubL22,42,49,M+H,1,0,AASPIIEK,-------,0.033700,0.026039,AASPIIEK,msuPulseD_peaks/BSubL22_42_49_0_828.48309359454_32.123.txt,,0.0974015840535569,1
msuPulseD_peaks/BSubL22_19_25_0_430.25767977632_72.11,Su,LVMDLIR, 860.515, 2,19 , 0.17734E+03,19,  25.000, 0.33145E+03, 0.34161E-01, 0.34614E-02, 0.90498E+01, 0.69800E+00, 0.68134E+01, 0.31516E+00, 0.36672E-02, 0.36672E-02, 0.58718E+02, 0.10866E+02, 0.10866E+02, 0.25324E+06, 0.11424E-03, 0.11424E-03, 0.10417E+01, 0.27960E+00, 0.10773E+04, 0.61009E-02, 0.14103E-02, 0.54946E+01, 0.29481E-04, 0.35978E-03, 0.15516E+01, 0.63826E-05, 0.35417E-03, 0.15366E+01, 0.61819E-05, 0.41615E-03, 0.41615E-03, 0.66632E+01, 0.12331E+01, 0.12331E+01, 0.28737E+05, 0.12964E-04, 0.12964E-04, 0.11821E+00, 0.31729E-01, 0.12225E+03, 0.69232E-03, 0.16003E-03, 0.62352E+00, 0.33454E-05, 0.40827E-04, 0.17608E+00, 0.72429E-06, 0.40191E-04, 0.17438E+00, 0.70152E-06, 0.15897E+00, 0.15897E+00, 0.25453E+04, 0.47103E+03, 0.47103E+03, 0.10977E+08, 0.49522E-02, 0.49522E-02, 0.45155E+02, 0.12120E+02, 0.46701E+05, 0.26447E+00, 0.61133E-01, 0.23818E+03, 0.12780E-02, 0.15596E-01, 0.67262E+02, 0.27668E-03, 0.15353E-01, 0.66612E+02, 0.26798E-03, 0.22203E-05, 0.22203E-05, 0.35550E-01, 0.65788E-02, 0.65788E-02, 0.15332E+03, 0.69167E-07, 0.69167E-07, 0.63067E-03, 0.16928E-03, 0.65226E+00, 0.36938E-05, 0.85384E-06, 0.33267E-02, 0.17849E-07, 0.21783E-06, 0.93944E-03, 0.38643E-08, 0.21443E-06, 0.93036E-03, 0.37428E-08,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,743,105,393,72.125,72.095,430.2458,435.2318,403.47,311.11,2,1,1,M+2H,M+2H,36,134,0,-27.6,-25.4,0,4782,3623,430.25767977632,435.24285424332,BSubL22,19,25,M+2H,2,0,LVMDLIR,------,0.010656,0.002369,LVMDLIR,msuPulseD_peaks/BSubL22_19_25_0_430.25767977632_72.11.txt,,0.0716059008186463,1
msuPulseD_peaks/BSubL23_17_24_0_894.42425838908_33.0295,Su,SADLMTEK, 894.424, 1,17 , 0.30395E-01,19,  24.000, 0.12909E+02, 0.27898E-01, 0.45241E-02, 0.12303E+00, 0.20468E-01, 0.77549E-01, 0.30173E+00, 0.37348E-02, 0.37348E-02, 0.68188E+00, 0.12629E+00, 0.12629E+00, 0.38666E+02, 0.10257E-02, 0.10257E-02, 0.10573E+00, 0.34327E-01, 0.16719E+01, 0.68490E-02, 0.15104E-02, 0.82524E-01, 0.25515E-03, 0.28319E-03, 0.16058E-01, 0.43910E-04, 0.27068E-03, 0.15801E-01, 0.39645E-04, 0.35855E-03, 0.35855E-03, 0.65461E-01, 0.12124E-01, 0.12124E-01, 0.37119E+01, 0.98465E-04, 0.98465E-04, 0.10150E-01, 0.32954E-02, 0.16050E+00, 0.65751E-03, 0.14500E-03, 0.79223E-02, 0.24495E-04, 0.27187E-04, 0.15416E-02, 0.42154E-05, 0.25985E-04, 0.15169E-02, 0.38059E-05, 0.18142E+00, 0.18142E+00, 0.33123E+02, 0.61346E+01, 0.61346E+01, 0.18782E+04, 0.49824E-01, 0.49824E-01, 0.51358E+01, 0.16675E+01, 0.81214E+02, 0.33270E+00, 0.73371E-01, 0.40087E+01, 0.12394E-01, 0.13757E-01, 0.78006E+00, 0.21330E-02, 0.13149E-01, 0.76757E+00, 0.19258E-02, 0.23708E-03, 0.23708E-03, 0.43284E-01, 0.80164E-02, 0.80164E-02, 0.24544E+01, 0.65108E-04, 0.65108E-04, 0.67113E-02, 0.21790E-02, 0.10613E+00, 0.43476E-03, 0.95878E-04, 0.52384E-02, 0.16196E-04, 0.17977E-04, 0.10194E-02, 0.27873E-05, 0.17182E-04, 0.10030E-02, 0.25166E-05,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,330,2047,2753,33.049,33.010,894.4068,903.3814,6.65,4.33,1,1,1,M+H,M+H,768,1075,0,-19.5,-17.9,0,14713,3821,894.42425838908,903.39757242968,BSubL23,17,24,M+H,1,0,SADLMTEK,-------,0.923272,0.059489,SADLMTEK,msuPulseD_peaks/BSubL23_17_24_0_894.42425838908_33.0295.txt,,0.142636134301523,1
msuPulseD_peaks/BSubL23_69_75_0_815.37216324657_14.5845,Su,YTGMTSR, 815.372, 1,69 , 0.33975E-01,19,  75.000, 0.13864E+02, 0.24693E-01, 0.47964E-02, 0.12816E+00, 0.16693E-01, 0.41653E-01, 0.32675E+00, 0.36328E-02, 0.36328E-02, 0.54718E+00, 0.13526E+00, 0.13526E+00, 0.39384E+02, 0.98939E-03, 0.98939E-03, 0.79684E-01, 0.27482E-01, 0.14499E+01, 0.57774E-02, 0.89468E-03, 0.50865E-01, 0.16534E-03, 0.21773E-03, 0.15671E-01, 0.31707E-04, 0.20197E-03, 0.15174E-01, 0.27022E-04, 0.39471E-03, 0.39471E-03, 0.59452E-01, 0.14696E-01, 0.14696E-01, 0.42791E+01, 0.10750E-03, 0.10750E-03, 0.86579E-02, 0.29860E-02, 0.15753E+00, 0.62773E-03, 0.97209E-04, 0.55266E-02, 0.17964E-04, 0.23656E-04, 0.17027E-02, 0.34450E-05, 0.21945E-04, 0.16487E-02, 0.29360E-05, 0.21670E+00, 0.21670E+00, 0.32639E+02, 0.80681E+01, 0.80681E+01, 0.23492E+04, 0.59017E-01, 0.59017E-01, 0.47532E+01, 0.16393E+01, 0.86486E+02, 0.34462E+00, 0.53368E-01, 0.30341E+01, 0.98624E-02, 0.12987E-01, 0.93479E+00, 0.18913E-02, 0.12048E-01, 0.90514E+00, 0.16119E-02, 0.29303E-03, 0.29303E-03, 0.44137E-01, 0.10910E-01, 0.10910E-01, 0.31768E+01, 0.79807E-04, 0.79807E-04, 0.64276E-02, 0.22168E-02, 0.11695E+00, 0.46602E-03, 0.72168E-04, 0.41029E-02, 0.13337E-04, 0.17562E-04, 0.12641E-02, 0.25576E-05, 0.16292E-04, 0.12240E-02, 0.21797E-05,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,423,5726,4251,14.602,14.567,815.3567,825.3287,7.70,2.40,1,1,1,M+Na,M+H,2561,1792,0,-19.0,-16.7,0,13605,3347,815.37216324657,825.34251218057,BSubL23,69,75,M+H,1,0,YTGMTSR,------,0.027123,0.009648,YTGMTSR,msuPulseD_peaks/BSubL23_69_75_0_815.37216324657_14.5845.txt,,0.115240968430064,1
msuPulseD_peaks/BSubL23_89_95_0_425.713824831855_76.611,Su,EIEIFEA, 851.428, 2,89 , 0.79439E+00,19,  95.000, 0.61364E+02, 0.31245E-01, 0.35406E-02, 0.50192E+00, 0.76058E-01, 0.39358E+00, 0.36492E+00, 0.56371E-02, 0.56371E-02, 0.46994E+01, 0.83292E+00, 0.83292E+00, 0.99285E+03, 0.65255E-03, 0.65255E-03, 0.35454E+00, 0.10681E+00, 0.19640E+02, 0.98921E-02, 0.20426E-02, 0.42888E+00, 0.17071E-03, 0.49261E-03, 0.10408E+00, 0.37164E-04, 0.46862E-03, 0.10134E+00, 0.33975E-04, 0.56531E-03, 0.56531E-03, 0.47127E+00, 0.83530E-01, 0.83530E-01, 0.99568E+02, 0.65441E-04, 0.65441E-04, 0.35554E-01, 0.10711E-01, 0.19696E+01, 0.99203E-03, 0.20484E-03, 0.43010E-01, 0.17119E-04, 0.49402E-04, 0.10437E-01, 0.37270E-05, 0.46996E-04, 0.10163E-01, 0.34072E-05, 0.18090E+00, 0.18090E+00, 0.15081E+03, 0.26729E+02, 0.26729E+02, 0.31862E+05, 0.20941E-01, 0.20941E-01, 0.11377E+02, 0.34276E+01, 0.63026E+03, 0.31745E+00, 0.65549E-01, 0.13763E+02, 0.54781E-02, 0.15809E-01, 0.33399E+01, 0.11926E-02, 0.15039E-01, 0.32521E+01, 0.10903E-02, 0.47678E-04, 0.47678E-04, 0.39747E-01, 0.70448E-02, 0.70448E-02, 0.83974E+01, 0.55192E-05, 0.55192E-05, 0.29986E-02, 0.90337E-03, 0.16611E+00, 0.83666E-04, 0.17276E-04, 0.36274E-02, 0.14438E-05, 0.41665E-05, 0.88027E-03, 0.31433E-06, 0.39636E-05, 0.85712E-03, 0.28736E-06,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,313,1866,2105,76.628,76.594,425.7033,429.1933,21.84,17.83,2,1,1,M+2H,M+2H,689,790,0,-24.7,-23.6,0,4639,3575,425.713824831855,429.203446958755,BSubL23,89,95,M+2H,2,0,EIEIFEA,------,0.004040,0.006325,EIEIFEA,msuPulseD_peaks/BSubL23_89_95_0_425.713824831855_76.611.txt,,0.13159324403351,1
msuPulseD_peaks/BSubL23_69_75_0_408.18999413932_14.5985,Su,YTGMTSR, 816.380, 2,69 , 0.35484E+01,19,  75.000, 0.56182E+02, 0.25750E-01, 0.35849E-02, 0.97708E+00, 0.13354E+00, 0.33548E+00, 0.31359E+00, 0.41930E-02, 0.41930E-02, 0.44709E+01, 0.17852E+01, 0.17852E+01, 0.22609E+04, 0.35621E-03, 0.35621E-03, 0.24553E+00, 0.83643E-01, 0.40579E+02, 0.56077E-02, 0.11653E-02, 0.54008E+00, 0.74052E-04, 0.22492E-03, 0.11374E+00, 0.12352E-04, 0.21419E-03, 0.10912E+00, 0.11418E-04, 0.61713E-03, 0.61713E-03, 0.65802E+00, 0.26274E+00, 0.26274E+00, 0.33276E+03, 0.52427E-04, 0.52427E-04, 0.36137E-01, 0.12311E-01, 0.59724E+01, 0.82534E-03, 0.17151E-03, 0.79489E-01, 0.10899E-04, 0.33104E-04, 0.16741E-01, 0.18180E-05, 0.31525E-04, 0.16060E-01, 0.16805E-05, 0.23945E+00, 0.23945E+00, 0.25531E+03, 0.10194E+03, 0.10194E+03, 0.12911E+06, 0.20341E-01, 0.20341E-01, 0.14021E+02, 0.47765E+01, 0.23173E+04, 0.32023E+00, 0.66544E-01, 0.30842E+02, 0.42288E-02, 0.12844E-01, 0.64953E+01, 0.70539E-03, 0.12232E-01, 0.62313E+01, 0.65202E-03, 0.34860E-04, 0.34860E-04, 0.37170E-01, 0.14841E-01, 0.14841E-01, 0.18796E+02, 0.29614E-05, 0.29614E-05, 0.20413E-02, 0.69539E-03, 0.33736E+00, 0.46621E-04, 0.96879E-05, 0.44901E-02, 0.61565E-06, 0.18700E-05, 0.94562E-03, 0.10269E-06, 0.17808E-05, 0.90718E-03, 0.94924E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,218,2229,4250,14.630,14.567,408.1814,413.1672,67.07,20.42,2,1,1,M+2H,M+2H,841,1792,0,-21.1,-19.3,0,4058,3347,408.18999413932,413.17516860632,BSubL23,69,75,M+2H,2,0,YTGMTSR,------,0.013562,0.004824,YTGMTSR,msuPulseD_peaks/BSubL23_69_75_0_408.18999413932_14.5985.txt,,0.1202391457024,1
msuPulseD_peaks/BSubL23_17_24_0_447.716041710575_33.0295,Su,SADLMTEK, 895.432, 2,17 , 0.41135E+01,19,  24.000, 0.87364E+02, 0.30173E-01, 0.34564E-02, 0.11326E+01, 0.17720E+00, 0.76273E+00, 0.30141E+00, 0.55041E-02, 0.55041E-02, 0.95862E+01, 0.21053E+01, 0.21053E+01, 0.55030E+04, 0.42423E-03, 0.42423E-03, 0.45510E+00, 0.14602E+00, 0.71826E+02, 0.86342E-02, 0.22196E-02, 0.11489E+01, 0.11909E-03, 0.49062E-03, 0.28164E+00, 0.23292E-04, 0.47394E-03, 0.27640E+00, 0.21806E-04, 0.55979E-03, 0.55979E-03, 0.97497E+00, 0.21412E+00, 0.21412E+00, 0.55968E+03, 0.43146E-04, 0.43146E-04, 0.46286E-01, 0.14851E-01, 0.73050E+01, 0.87814E-03, 0.22574E-03, 0.11685E+00, 0.12112E-04, 0.49899E-04, 0.28644E-01, 0.23689E-05, 0.48202E-04, 0.28111E-01, 0.22178E-05, 0.20040E+00, 0.20040E+00, 0.34904E+03, 0.76654E+02, 0.76654E+02, 0.20036E+06, 0.15446E-01, 0.15446E-01, 0.16570E+02, 0.53167E+01, 0.26152E+04, 0.31437E+00, 0.80815E-01, 0.41832E+02, 0.43361E-02, 0.17864E-01, 0.10255E+02, 0.84807E-03, 0.17256E-01, 0.10064E+02, 0.79396E-03, 0.24937E-04, 0.24937E-04, 0.43432E-01, 0.95382E-02, 0.95382E-02, 0.24932E+02, 0.19220E-05, 0.19220E-05, 0.20619E-02, 0.66156E-03, 0.32542E+00, 0.39118E-04, 0.10056E-04, 0.52053E-02, 0.53956E-06, 0.22228E-05, 0.12760E-02, 0.10553E-06, 0.21472E-05, 0.12523E-02, 0.98794E-07,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,   +Infinity,341,2046,2752,33.049,33.010,447.7063,452.1936,59.19,42.40,2,1,1,M+2H,M+2H,768,1075,0,-21.8,-20.1,0,5313,3821,447.716041710575,452.202698730875,BSubL23,17,24,M+2H,2,0,SADLMTEK,-------,0.461636,0.029744,SADLMTEK,msuPulseD_peaks/BSubL23_17_24_0_447.716041710575_33.0295.txt,,0.135287830203084,1
